slug,title,year,runtime_mins,genres,countries,languages,avg_rating,num_ratings,num_reviews,directors,cast,themes,letterboxd_url,date_scraped,lists,num_lists_appeared_in
howls-moving-castle,Letterboxd — Your life in film,,119,,Japan,Japanese,,,,,,Humanity and the world around us|Emotional and captivating fantasy storytelling|Fairy-tale fantasy and enchanted magic|Holiday joy and heartwarming Christmas|Kids' animated fun and adventure|Surreal and thought-provoking visions of life and death,https://letterboxd.com/film/howls-moving-castle/,2026-05-03T15:37:49+00:00,heartwarming|ultimate_comfort,2
the-hudsucker-proxy,Letterboxd — Your life in film,,111,,UK|USA,English,,,,,,"Crude humor and satire|Gags, jokes, and slapstick humor|Amusing jokes and witty satire|Catchy songs and hilarious musical comedy|Kids' animated fun and adventure|Funny jokes and crude humor",https://letterboxd.com/film/the-hudsucker-proxy/,2026-05-03T15:37:51+00:00,ultimate_comfort,1
the-hunchback-of-notre-dame-1996,Letterboxd — Your life in film,,91,,USA,English|Latin,,,,,,Song and dance|Moving relationship stories|Faith and religion|Humanity and the world around us|Fairy-tale fantasy and enchanted magic|Emotional and captivating fantasy storytelling|Captivating relationships and charming romance|Kids' animated fun and adventure|Powerful poetic and passionate drama,https://letterboxd.com/film/the-hunchback-of-notre-dame-1996/,2026-05-03T15:37:53+00:00,ultimate_comfort,1
the-hunt-for-red-october,Letterboxd — Your life in film,,135,,USA,English|Russian,,,,,,High speed and special ops|Exciting spy thrillers with tense intrigue|Disastrous voyages and heroic survival|Bravery in War|Explosive and action-packed heroes vs. villains|Dangerous technology and the apocalypse,https://letterboxd.com/film/the-hunt-for-red-october/,2026-05-03T15:37:56+00:00,ultimate_comfort,1
i-huckabees,Letterboxd — Your life in film,,106,,Germany|UK|USA,English|French|Spanish,,,,,,"Crude humor and satire|Amusing jokes and witty satire|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Surreal and thought-provoking visions of life and death",https://letterboxd.com/film/i-huckabees/,2026-05-03T15:37:58+00:00,ultimate_comfort,1
inception,Letterboxd — Your life in film,,148,,UK|USA,English|French|Japanese|Swahili,,,,,,"High speed and special ops|Humanity and the world around us|Dreamlike, quirky, and surreal storytelling|Surreal and thought-provoking visions of life and death|Emotional and captivating fantasy storytelling|Explosive and action-packed heroes vs. villains|Thought-provoking sci-fi action and future technology",https://letterboxd.com/film/inception/,2026-05-03T15:38:00+00:00,ultimate_comfort,1
the-incredibles,Letterboxd — Your life in film,,115,,USA,English|French,,,,,,Epic heroes|Crude humor and satire|High speed and special ops|Kids' animated fun and adventure|Superheroes in action-packed battles with villains|Action comedy and silly heroics|Explosive and action-packed heroes vs. villains|Adorable animals and heartwarming families,https://letterboxd.com/film/the-incredibles/,2026-05-03T15:38:02+00:00,ultimate_comfort,1
indiana-jones-and-the-last-crusade,Letterboxd — Your life in film,,127,,USA,English|Arabic|German|Greek (modern),,,,,,"Epic heroes|Fantasy adventure, heroism, and swordplay|Superheroes in action-packed battles with villains|Adrenaline-fueled action and fast cars|Epic adventure and breathtaking battles|Explosive and action-packed heroes vs. villains",https://letterboxd.com/film/indiana-jones-and-the-last-crusade/,2026-05-03T15:38:04+00:00,ultimate_comfort,1
the-intern-2015,Letterboxd — Your life in film,,121,,USA,English,,,,,,Relationship comedy|Crude humor and satire|Moving relationship stories|Laugh-out-loud relationship entanglements|Quirky and endearing relationships|Heartfelt and sentimental family stories|Charming romances and delightful chemistry|Enduring stories of family and marital drama,https://letterboxd.com/film/the-intern-2015/,2026-05-03T15:38:07+00:00,heartwarming|ultimate_comfort,2
interstellar,Letterboxd — Your life in film,,169,,UK|USA,English,,,,,,"Monsters, aliens, sci-fi and the apocalypse|Humanity and the world around us|Moving relationship stories|Imaginative space odysseys and alien encounters|Action-packed space and alien sagas|Thought-provoking sci-fi action and future technology|Humanity's odyssey: earth and beyond|Surreal and thought-provoking visions of life and death",https://letterboxd.com/film/interstellar/,2026-05-03T15:38:09+00:00,ultimate_comfort,1
into-the-woods-2014,Letterboxd — Your life in film,,125,,USA,English,,,,,,Song and dance|Dazzling vocal performances and musicals|Fairy-tale fantasy and enchanted magic|Catchy songs and hilarious musical comedy,https://letterboxd.com/film/into-the-woods-2014/,2026-05-03T15:38:11+00:00,ultimate_comfort,1
jane-eyre-2011,Letterboxd — Your life in film,,120,,UK|USA,English|French,,,,,,Moving relationship stories|Passion and romance|Captivating relationships and charming romance|Charming romances and delightful chemistry|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering,https://letterboxd.com/film/jane-eyre-2011/,2026-05-03T15:38:13+00:00,comfort_boze|ultimate_comfort,2
jaws,Letterboxd — Your life in film,,124,,USA,English,,,,,,"Horror, the undead and monster classics|Sci-fi horror, creatures, and aliens|Gory, gruesome, and slasher horror|Terrifying, haunted, and supernatural horror|Sci-fi monster and dinosaur adventures|Creepy, chilling, and terrifying horror",https://letterboxd.com/film/jaws/,2026-05-03T15:38:15+00:00,ultimate_comfort,1
jennifers-body,Letterboxd — Your life in film,,107,,USA,English|Spanish,,,,,,"Horror, the undead and monster classics|Underdogs and coming of age|Crude humor and satire|Teen school antics and laughter|Bloody vampire horror|Gory, gruesome, and slasher horror|Gothic and eerie haunting horror|Creepy, chilling, and terrifying horror",https://letterboxd.com/film/jennifers-body/,2026-05-03T15:38:17+00:00,ultimate_comfort,1
the-jungle-book-2016,Letterboxd — Your life in film,,106,,UK|USA,English,,,,,,Song and dance|Fairy-tale fantasy and enchanted magic|Kids' animated fun and adventure|Emotional and captivating fantasy storytelling|Adorable animals and heartwarming families|Epic adventure and breathtaking battles,https://letterboxd.com/film/the-jungle-book-2016/,2026-05-03T15:38:19+00:00,ultimate_comfort,1
jurassic-park,Letterboxd — Your life in film,,127,,USA,English|Spanish,,,,,,"Monsters, aliens, sci-fi and the apocalypse|Sci-fi monster and dinosaur adventures|Sci-fi horror, creatures, and aliens|Thought-provoking sci-fi action and future technology",https://letterboxd.com/film/jurassic-park/,2026-05-03T15:38:22+00:00,ultimate_comfort,1
the-karate-kid,Letterboxd — Your life in film,,127,,USA,English,,,,,,Underdogs and coming of age|Student coming-of-age challenges|Teen school antics and laughter|Inspiring sports underdog stories|Intense combat and martial arts|Emotional and heartfelt family dramas,https://letterboxd.com/film/the-karate-kid/,2026-05-03T15:38:24+00:00,ultimate_comfort,1
kikis-delivery-service,Letterboxd — Your life in film,,103,,Japan,Japanese,,,,,,Emotional and captivating fantasy storytelling|Fairy-tale fantasy and enchanted magic|Adorable animals and heartwarming families|Kids' animated fun and adventure|Holiday joy and heartwarming Christmas,https://letterboxd.com/film/kikis-delivery-service/,2026-05-03T15:38:26+00:00,comfort_boze|comfort_izzy|heartwarming|ultimate_comfort,4
kill-bill-vol-1,Letterboxd — Your life in film,,111,,USA,English|Japanese|French,,,,,,"Epic heroes|Intense combat and martial arts|Violent action, guns, and crime|Graphic violence and brutal revenge|Historical battles and epic heroism|Superheroes in action-packed battles with villains",https://letterboxd.com/film/kill-bill-vol-1/,2026-05-03T15:38:28+00:00,ultimate_comfort,1
kill-bill-vol-2,Letterboxd — Your life in film,,136,,USA,English|Chinese|Spanish|Cantonese,,,,,,"Epic heroes|Intense combat and martial arts|Superheroes in action-packed battles with villains|Fantasy adventure, heroism, and swordplay|Violent action, guns, and crime|Historical battles and epic heroism",https://letterboxd.com/film/kill-bill-vol-2/,2026-05-03T15:38:30+00:00,ultimate_comfort,1
the-kings-speech,Letterboxd — Your life in film,,118,,UK|USA,English,,,,,,Moving relationship stories|Epic history and literature|Lavish dramas and sumptuous royalty|Enduring stories of family and marital drama|Heartbreaking and moving family drama|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering,https://letterboxd.com/film/the-kings-speech/,2026-05-03T15:38:33+00:00,comfort_boze|ultimate_comfort,2
kingsman-the-secret-service,Letterboxd — Your life in film,,129,,UK|USA,English|Arabic|Swedish,,,,,,"High speed and special ops|Crude humor and satire|Epic heroes|Action comedy and silly heroics|Superheroes in action-packed battles with villains|Explosive and action-packed heroes vs. villains|Gags, jokes, and slapstick humor|Funny jokes and crude humor",https://letterboxd.com/film/kingsman-the-secret-service/,2026-05-03T15:38:35+00:00,comfort_izzy|ultimate_comfort,2
knives-out-2019,Letterboxd — Your life in film,,131,,USA,English|Spanish,,,,,,Thrillers and murder mysteries|Crude humor and satire|Intriguing and suspenseful murder mysteries|Suspenseful crime thrillers|Noir and dark crime dramas|Twisted dark psychological thriller,https://letterboxd.com/film/knives-out-2019/,2026-05-03T15:38:37+00:00,ultimate_comfort,1
kramer-vs-kramer,Letterboxd — Your life in film,,105,,USA,English,,,,,,Moving relationship stories|Emotional and heartfelt family dramas|Heartbreaking and moving family drama|Enduring stories of family and marital drama|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering,https://letterboxd.com/film/kramer-vs-kramer/,2026-05-03T15:38:39+00:00,ultimate_comfort,1
krampus,Letterboxd — Your life in film,,98,,USA,English|German,,,,,,"Horror, the undead and monster classics|Crude humor and satire|Terrifying, haunted, and supernatural horror|Creepy, chilling, and terrifying horror|Holiday joy and heartwarming Christmas|Spooky, scary comedy|Sci-fi horror, creatures, and aliens",https://letterboxd.com/film/krampus/,2026-05-03T15:38:41+00:00,ultimate_comfort,1
kubo-and-the-two-strings,Letterboxd — Your life in film,,102,,USA|UK,English,,,,,,"Epic heroes|Emotional and captivating fantasy storytelling|Fantasy adventure, heroism, and swordplay|Superheroes in action-packed battles with villains|Fairy-tale fantasy and enchanted magic|Epic adventure and breathtaking battles",https://letterboxd.com/film/kubo-and-the-two-strings/,2026-05-03T15:38:43+00:00,ultimate_comfort,1
la-la-land,Letterboxd — Your life in film,,129,,USA,English,,,,,,Song and dance|Humanity and the world around us|Moving relationship stories|Dazzling vocal performances and musicals|Captivating relationships and charming romance|Emotional life of renowned artists|Dance rhythms and catchy tunes|Charming romances and delightful chemistry,https://letterboxd.com/film/la-la-land/,2026-05-03T15:38:46+00:00,comfort_izzy|ultimate_comfort,2
labyrinth,Letterboxd — Your life in film,,101,,UK|USA,English,,,,,,"Song and dance|Fairy-tale fantasy and enchanted magic|Dazzling vocal performances and musicals|Dreamlike, quirky, and surreal storytelling|Emotional and captivating fantasy storytelling|Kids' animated fun and adventure",https://letterboxd.com/film/labyrinth/,2026-05-03T15:38:48+00:00,ultimate_comfort,1
lady-and-the-tramp,Letterboxd — Your life in film,,76,,USA,English,,,,,,Adorable animals and heartwarming families|Fairy-tale fantasy and enchanted magic|Holiday joy and heartwarming Christmas|Kids' animated fun and adventure|Dazzling vocal performances and musicals,https://letterboxd.com/film/lady-and-the-tramp/,2026-05-03T15:38:50+00:00,ultimate_comfort,1
lady-bird,Letterboxd — Your life in film,,94,,USA,English,,,,,,Moving relationship stories|Underdogs and coming of age|Humanity and the world around us|Heartfelt and sentimental family stories|Emotional and heartfelt family dramas|Emotional teen coming-of-age stories|Quirky and endearing relationships|Powerful stories of heartbreak and suffering,https://letterboxd.com/film/lady-bird/,2026-05-03T15:38:52+00:00,comfort_izzy|ultimate_comfort,2
lara-croft-tomb-raider,Letterboxd — Your life in film,,100,,UK|USA,English,,,,,,"Epic heroes|High speed and special ops|Superheroes in action-packed battles with villains|Explosive and action-packed heroes vs. villains|Intense combat and martial arts|Adrenaline-fueled action and fast cars|Fantasy adventure, heroism, and swordplay",https://letterboxd.com/film/lara-croft-tomb-raider/,2026-05-03T15:38:54+00:00,ultimate_comfort,1
lars-and-the-real-girl,Letterboxd — Your life in film,,107,,USA,English|Spanish,,,,,,Moving relationship stories|Relationship comedy|Crude humor and satire|Quirky and endearing relationships|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering|Laugh-out-loud relationship entanglements|Funny jokes and crude humor,https://letterboxd.com/film/lars-and-the-real-girl/,2026-05-03T15:38:57+00:00,ultimate_comfort,1
the-last-unicorn,Letterboxd — Your life in film,,93,,UK|USA,English|German,,,,,,"Fairy-tale fantasy and enchanted magic|Emotional and captivating fantasy storytelling|Adorable animals and heartwarming families|Fantasy adventure, heroism, and swordplay|Kids' animated fun and adventure",https://letterboxd.com/film/the-last-unicorn/,2026-05-03T15:38:59+00:00,ultimate_comfort,1
laura,Letterboxd — Your life in film,,88,,USA,English,,,,,,Thrillers and murder mysteries|Intriguing and suspenseful murder mysteries|Noir and dark crime dramas|Suspenseful crime thrillers|Twisted dark psychological thriller|Captivating relationships and charming romance,https://letterboxd.com/film/laura/,2026-05-03T15:39:01+00:00,ultimate_comfort,1
a-league-of-their-own,Letterboxd — Your life in film,,128,,USA,English,,,,,,Crude humor and satire|Inspiring sports underdog stories|Underdog fighting and boxing stories|Heartfelt and sentimental family stories,https://letterboxd.com/film/a-league-of-their-own/,2026-05-03T15:39:03+00:00,ultimate_comfort,1
legally-blonde,Letterboxd — Your life in film,,96,,USA,English|Hungarian,,,,,,Crude humor and satire|Underdogs and coming of age|Relationship comedy|Teen school antics and laughter|Laugh-out-loud relationship entanglements|Funny jokes and crude humor|Charming romances and delightful chemistry|Amusing jokes and witty satire,https://letterboxd.com/film/legally-blonde/,2026-05-03T15:39:05+00:00,ultimate_comfort,1
let-it-ride,Letterboxd — Your life in film,,90,,USA,English|Spanish,,,,,,"Crude humor and satire|Laugh-out-loud relationship entanglements|Engaging, intense crime and casino drama|Gags, jokes, and slapstick humor",https://letterboxd.com/film/let-it-ride/,2026-05-03T15:39:07+00:00,ultimate_comfort,1
lethal-weapon,Letterboxd — Your life in film,,110,,USA,English,,,,,,"Crime, drugs and gangsters|High speed and special ops|Thrillers and murder mysteries|Epic heroes|Violent action, guns, and crime|Adrenaline-fueled action and fast cars|Explosive and action-packed heroes vs. villains|Gritty crime and ruthless gangsters|Heists and thrilling action",https://letterboxd.com/film/lethal-weapon/,2026-05-03T15:39:09+00:00,ultimate_comfort,1
liar-liar,Letterboxd — Your life in film,,86,,USA,English,,,,,,"Crude humor and satire|Relationship comedy|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Amusing jokes and witty satire|Laugh-out-loud relationship entanglements|Quirky and endearing relationships",https://letterboxd.com/film/liar-liar/,2026-05-03T15:39:11+00:00,ultimate_comfort,1
lilo-stitch,Letterboxd — Your life in film,,85,,USA,English,,,,,,"Monsters, aliens, sci-fi and the apocalypse|Crude humor and satire|Song and dance|Kids' animated fun and adventure|Adorable animals and heartwarming families|Fairy-tale fantasy and enchanted magic|Holiday joy and heartwarming Christmas|Catchy songs and hilarious musical comedy",https://letterboxd.com/film/lilo-stitch/,2026-05-03T15:39:13+00:00,comfort_izzy|ultimate_comfort,2
the-lion-king,Letterboxd — Your life in film,,89,,USA,English,,,,,,Song and dance|Humanity and the world around us|Moving relationship stories|Fairy-tale fantasy and enchanted magic|Adorable animals and heartwarming families|Emotional and captivating fantasy storytelling|Kids' animated fun and adventure|Emotional and heartfelt family dramas,https://letterboxd.com/film/the-lion-king/,2026-05-03T15:39:15+00:00,heartwarming|ultimate_comfort,2
little-miss-sunshine,Letterboxd — Your life in film,,102,,USA,English,,,,,,"Crude humor and satire|Moving relationship stories|Relationship comedy|Heartfelt and sentimental family stories|Quirky and endearing relationships|Emotional and heartfelt family dramas|Funny jokes and crude humor|Gags, jokes, and slapstick humor",https://letterboxd.com/film/little-miss-sunshine/,2026-05-03T15:39:17+00:00,comfort_izzy|empire_feelgood|heartwarming|ultimate_comfort,4
a-little-princess-1995,Letterboxd — Your life in film,,97,,USA,English|French,,,,,,Moving relationship stories|Emotional and heartfelt family dramas|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering|Heartbreaking and moving family drama|Fairy-tale fantasy and enchanted magic,https://letterboxd.com/film/a-little-princess-1995/,2026-05-03T15:39:20+00:00,comfort_boze|comfort_izzy|ultimate_comfort,3
little-shop-of-horrors,Letterboxd — Your life in film,,94,,USA|UK,English,,,,,,"Crude humor and satire|Song and dance|Catchy songs and hilarious musical comedy|Dazzling vocal performances and musicals|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Spooky, scary comedy",https://letterboxd.com/film/little-shop-of-horrors/,2026-05-03T15:39:22+00:00,ultimate_comfort,1
little-women-2019,Letterboxd — Your life in film,,135,,USA,English|French,,,,,,Moving relationship stories|Heartfelt and sentimental family stories|Captivating relationships and charming romance|Emotional and heartfelt family dramas|Powerful stories of heartbreak and suffering|Charming romances and delightful chemistry,https://letterboxd.com/film/little-women-2019/,2026-05-03T15:39:24+00:00,comfort_izzy|ultimate_comfort,2
little-women-1994,Letterboxd — Your life in film,,115,,USA,English|German|French,,,,,,Moving relationship stories|Heartfelt and sentimental family stories|Charming romances and delightful chemistry|Emotional and heartfelt family dramas|Heartbreaking and moving family drama|Captivating relationships and charming romance,https://letterboxd.com/film/little-women-1994/,2026-05-03T15:39:26+00:00,comfort_boze|ultimate_comfort,2
local-hero,Letterboxd — Your life in film,,111,,UK,English|Russian|Japanese,,,,,,Crude humor and satire|Charming romances and delightful chemistry|Amusing jokes and witty satire|Captivating relationships and charming romance,https://letterboxd.com/film/local-hero/,2026-05-03T15:39:28+00:00,ultimate_comfort,1
the-long-kiss-goodnight,Letterboxd — Your life in film,,121,,USA|Canada,English,,,,,,High speed and special ops|Explosive and action-packed heroes vs. villains|Exciting spy thrillers with tense intrigue|Adrenaline-fueled action and fast cars|Action comedy and silly heroics|Superheroes in action-packed battles with villains,https://letterboxd.com/film/the-long-kiss-goodnight/,2026-05-03T15:39:31+00:00,ultimate_comfort,1
looper,Letterboxd — Your life in film,,118,,USA,English,,,,,,"Crime, drugs and gangsters|Humanity and the world around us|High speed and special ops|Gritty crime and ruthless gangsters|Violent action, guns, and crime|Thought-provoking sci-fi action and future technology|Heists and thrilling action|Explosive and action-packed heroes vs. villains",https://letterboxd.com/film/looper/,2026-05-03T15:39:33+00:00,ultimate_comfort,1
the-lord-of-the-rings-the-fellowship-of-the-ring,Letterboxd — Your life in film,,179,,New Zealand|USA,English,,,,,,"Epic heroes|Humanity and the world around us|Fantasy adventure, heroism, and swordplay|Epic adventure and breathtaking battles|Superheroes in action-packed battles with villains|Emotional and captivating fantasy storytelling|Historical battles and epic heroism",https://letterboxd.com/film/the-lord-of-the-rings-the-fellowship-of-the-ring/,2026-05-03T15:39:35+00:00,comfort_izzy|ultimate_comfort,2
the-lord-of-the-rings-the-return-of-the-king,Letterboxd — Your life in film,,201,,New Zealand|USA,English,,,,,,"Epic heroes|Humanity and the world around us|Fantasy adventure, heroism, and swordplay|Epic adventure and breathtaking battles|Superheroes in action-packed battles with villains|Emotional and captivating fantasy storytelling|Captivating vision and Shakespearean drama",https://letterboxd.com/film/the-lord-of-the-rings-the-return-of-the-king/,2026-05-03T15:39:37+00:00,ultimate_comfort,1
the-lord-of-the-rings-the-two-towers,Letterboxd — Your life in film,,179,,New Zealand|USA,English,,,,,,"Epic heroes|Fantasy adventure, heroism, and swordplay|Superheroes in action-packed battles with villains|Epic adventure and breathtaking battles|Historical battles and epic heroism|Emotional and captivating fantasy storytelling",https://letterboxd.com/film/the-lord-of-the-rings-the-two-towers/,2026-05-03T15:39:39+00:00,ultimate_comfort,1
love-rosie,Letterboxd — Your life in film,,102,,UK|Germany,English,,,,,,Moving relationship stories|Relationship comedy|Underdogs and coming of age|Laugh-out-loud relationship entanglements|Charming romances and delightful chemistry|Heartfelt and sentimental family stories|Emotional teen coming-of-age stories|Emotional and heartfelt family dramas,https://letterboxd.com/film/love-rosie/,2026-05-03T15:39:41+00:00,ultimate_comfort,1
lupin-the-third-jigens-gravestone,Letterboxd — Your life in film,,51,,Japan,Japanese,,,,,,,https://letterboxd.com/film/lupin-the-third-jigens-gravestone/,2026-05-03T15:39:44+00:00,ultimate_comfort,1
mad-max-fury-road,Letterboxd — Your life in film,,121,,Australia|USA,English,,,,,,"Epic heroes|High speed and special ops|Adrenaline-fueled action and fast cars|Superheroes in action-packed battles with villains|Explosive and action-packed heroes vs. villains|Thought-provoking sci-fi action and future technology|Fantasy adventure, heroism, and swordplay",https://letterboxd.com/film/mad-max-fury-road/,2026-05-03T15:39:46+00:00,ultimate_comfort,1
the-magnificent-seven,Letterboxd — Your life in film,,127,,USA,English|Spanish,,,,,,Westerns|Epic heroes|Wild west outlaws and gunfights|Western frontier dramas with a touch of humor|Superheroes in action-packed battles with villains|Epic adventure and breathtaking battles|Intense combat and martial arts,https://letterboxd.com/film/the-magnificent-seven/,2026-05-03T15:39:48+00:00,ultimate_comfort,1
mamma-mia,Letterboxd — Your life in film,,108,,Germany|UK|USA,English|Greek (modern),,,,,,Song and dance|Dazzling vocal performances and musicals|Charming romances and delightful chemistry|Catchy songs and hilarious musical comedy|Heartfelt and sentimental family stories|Laugh-out-loud relationship entanglements,https://letterboxd.com/film/mamma-mia/,2026-05-03T15:39:51+00:00,comfort_izzy|heartwarming|ultimate_comfort,3
mamma-mia-here-we-go-again,Letterboxd — Your life in film,,114,,UK|USA,English,,,,,,Song and dance|Dazzling vocal performances and musicals|Heartfelt and sentimental family stories|Captivating relationships and charming romance|Emotional and heartfelt family dramas|Holiday joy and heartwarming Christmas,https://letterboxd.com/film/mamma-mia-here-we-go-again/,2026-05-03T15:39:53+00:00,comfort_izzy|heartwarming|ultimate_comfort,3
man-of-steel,Letterboxd — Your life in film,,143,,UK|USA,English,,,,,,"Monsters, aliens, sci-fi and the apocalypse|Epic heroes|High speed and special ops|Superheroes in action-packed battles with villains|Action-packed space and alien sagas|Thought-provoking sci-fi action and future technology|Imaginative space odysseys and alien encounters|Fantasy adventure, heroism, and swordplay",https://letterboxd.com/film/man-of-steel/,2026-05-03T15:39:55+00:00,ultimate_comfort,1
the-martian,Letterboxd — Your life in film,,141,,USA,English|Chinese,,,,,,"Monsters, aliens, sci-fi and the apocalypse|Imaginative space odysseys and alien encounters|Action-packed space and alien sagas|Humanity's odyssey: earth and beyond|Thought-provoking sci-fi action and future technology|Disastrous voyages and heroic survival",https://letterboxd.com/film/the-martian/,2026-05-03T15:39:57+00:00,ultimate_comfort,1
mary-poppins,Letterboxd — Your life in film,,139,,USA,English,,,,,,Song and dance|Dazzling vocal performances and musicals|Fairy-tale fantasy and enchanted magic|Holiday joy and heartwarming Christmas|Kids' animated fun and adventure|Adorable animals and heartwarming families,https://letterboxd.com/film/mary-poppins/,2026-05-03T15:39:59+00:00,comfort_boze|comfort_izzy|ultimate_comfort,3
masters-of-the-universe,Letterboxd — Your life in film,,106,,USA,English,,,,,,"Epic heroes|Monsters, aliens, sci-fi and the apocalypse|Fantasy adventure, heroism, and swordplay|Superheroes in action-packed battles with villains|Action-packed space and alien sagas|Historical battles and epic heroism|Epic adventure and breathtaking battles",https://letterboxd.com/film/masters-of-the-universe/,2026-05-03T15:40:02+00:00,ultimate_comfort,1
the-matrix,Letterboxd — Your life in film,,136,,USA,English,,,,,,"Monsters, aliens, sci-fi and the apocalypse|Epic heroes|High speed and special ops|Humanity and the world around us|Faith and religion|Thought-provoking sci-fi action and future technology|Superheroes in action-packed battles with villains|Intense combat and martial arts|Action-packed space and alien sagas|Explosive and action-packed heroes vs. villains",https://letterboxd.com/film/the-matrix/,2026-05-03T15:40:04+00:00,ultimate_comfort,1
maximum-overdrive,Letterboxd — Your life in film,,97,,USA,English,,,,,,"Monsters, aliens, sci-fi and the apocalypse|Horror, the undead and monster classics|Sci-fi horror, creatures, and aliens|Gory, gruesome, and slasher horror|Thought-provoking sci-fi action and future technology|Survival horror and zombie carnage|Action-packed space and alien sagas",https://letterboxd.com/film/maximum-overdrive/,2026-05-03T15:40:06+00:00,ultimate_comfort,1
meatballs,Letterboxd — Your life in film,,92,,Canada,English,,,,,,"Crude humor and satire|Underdogs and coming of age|Gags, jokes, and slapstick humor|Teen school antics and laughter|Funny jokes and crude humor|Catchy songs and hilarious musical comedy|Action comedy and silly heroics",https://letterboxd.com/film/meatballs/,2026-05-03T15:40:09+00:00,ultimate_comfort,1
meet-joe-black,Letterboxd — Your life in film,,178,,USA,English|Dutch,,,,,,Moving relationship stories|Heartfelt and sentimental family stories|Captivating relationships and charming romance|Charming romances and delightful chemistry|Surreal and thought-provoking visions of life and death|Passion and romance,https://letterboxd.com/film/meet-joe-black/,2026-05-03T15:40:11+00:00,ultimate_comfort,1
memoirs-of-a-geisha,Letterboxd — Your life in film,,146,,USA,English|Japanese,,,,,,Moving relationship stories|Epic history and literature|Emotional and captivating fantasy storytelling|Tragic sadness and captivating beauty|Captivating relationships and charming romance|Powerful stories of heartbreak and suffering|Heartbreaking and moving family drama,https://letterboxd.com/film/memoirs-of-a-geisha/,2026-05-03T15:40:14+00:00,ultimate_comfort,1
the-mighty-ducks,Letterboxd — Your life in film,,101,,USA,English,,,,,,Inspiring sports underdog stories,https://letterboxd.com/film/the-mighty-ducks/,2026-05-03T15:40:16+00:00,ultimate_comfort,1
minority-report,Letterboxd — Your life in film,,145,,USA,English|Swedish,,,,,,"Thrillers and murder mysteries|High speed and special ops|Crime, drugs and gangsters|Suspenseful crime thrillers|Thought-provoking sci-fi action and future technology|Intriguing and suspenseful murder mysteries|Noir and dark crime dramas|Twisted dark psychological thriller",https://letterboxd.com/film/minority-report/,2026-05-03T15:40:18+00:00,ultimate_comfort,1
miracle,Letterboxd — Your life in film,,135,,USA,English,,,,,,Politics and human rights|Inspiring sports underdog stories,https://letterboxd.com/film/miracle/,2026-05-03T15:40:20+00:00,ultimate_comfort,1
mission-impossible-ghost-protocol,Letterboxd — Your life in film,,133,,USA,English|Russian|French|Arabic|Swedish,,,,,,High speed and special ops|Epic heroes|Explosive and action-packed heroes vs. villains|Superheroes in action-packed battles with villains|Exciting spy thrillers with tense intrigue|Adrenaline-fueled action and fast cars|Action comedy and silly heroics,https://letterboxd.com/film/mission-impossible-ghost-protocol/,2026-05-03T15:40:22+00:00,ultimate_comfort,1
moana-2016,Letterboxd — Your life in film,,107,,USA,English,,,,,,Song and dance|Fairy-tale fantasy and enchanted magic|Kids' animated fun and adventure|Emotional and captivating fantasy storytelling|Dazzling vocal performances and musicals|Holiday joy and heartwarming Christmas,https://letterboxd.com/film/moana-2016/,2026-05-03T15:40:25+00:00,ultimate_comfort,1
the-monster-squad,Letterboxd — Your life in film,,82,,USA,English|German|Portuguese,,,,,,"Horror, the undead and monster classics|Creepy, chilling, and terrifying horror|Kids' animated fun and adventure|Chilling experiments and classic monster horror|Bloody vampire horror",https://letterboxd.com/film/the-monster-squad/,2026-05-03T15:40:27+00:00,ultimate_comfort,1
monty-python-and-the-holy-grail,Letterboxd — Your life in film,,91,,UK,English|French|Latin,,,,,,"Crude humor and satire|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Amusing jokes and witty satire|Catchy songs and hilarious musical comedy|Kids' animated fun and adventure",https://letterboxd.com/film/monty-python-and-the-holy-grail/,2026-05-03T15:40:28+00:00,ultimate_comfort,1
moonraker,Letterboxd — Your life in film,,126,,France|UK|USA,English|Italian,,,,,,"High speed and special ops|Monsters, aliens, sci-fi and the apocalypse|Epic heroes|Explosive and action-packed heroes vs. villains|Action-packed space and alien sagas|Imaginative space odysseys and alien encounters|Action comedy and silly heroics|Superheroes in action-packed battles with villains",https://letterboxd.com/film/moonraker/,2026-05-03T15:40:31+00:00,ultimate_comfort,1
moonstruck,Letterboxd — Your life in film,,102,,USA,English|Italian,,,,,,Relationship comedy|Crude humor and satire|Charming romances and delightful chemistry|Laugh-out-loud relationship entanglements|Quirky and endearing relationships|Passion and romance|Heartfelt and sentimental family stories,https://letterboxd.com/film/moonstruck/,2026-05-03T15:40:33+00:00,ultimate_comfort,1
